접수년도,자치구코드,자치구명,법정동코드,법정동명,지번구분코드,지번구분,본번,부번,층,계약일,전월세구분,임대면적,보증금(만원),임대료(만원),건물명,건축년도,건물용도,계약기간,신규계약구분,갱신청구권사용,종전보증금,종전임대료
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,1054.0,0.0,2.0,20251227,월세,19.7,5372,21,정릉하늘마루,2020.0,연립다세대,26.01~28.03,신규,,,
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,1054.0,0.0,1.0,20251227,월세,19.7,5372,21,정릉하늘마루,2020.0,연립다세대,26.01~28.03,신규,,,
2025,11230.0,동대문구,10500.0,답십리동,1.0,대지,497.0,23.0,18.0,20251227,월세,23.85,10000,30,청계 푸르지오시티,2015.0,오피스텔,26.01~28.01,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,255.0,49.0,12.0,20251227,월세,18.35,15000,10,청계 한양아이클래스,2019.0,오피스텔,26.01~28.01,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,4.0,4.0,20251227,월세,19.74,1000,79,청량리 창보 리버리치2,2021.0,오피스텔,25.12~26.12,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,47.0,39.0,20251227,월세,54.9,3000,210,청량리역 롯데캐슬 Sky-L65,2023.0,오피스텔,26.01~28.01,신규,,,
2025,11230.0,동대문구,10100.0,신설동,1.0,대지,100.0,26.0,12.0,20251227,월세,17.96,14000,15,포레스트힐시티,2018.0,오피스텔,26.01~28.01,신규,,,
2025,11230.0,동대문구,10300.0,제기동,1.0,대지,1158.0,5.0,4.0,20251227,월세,70.16,20000,70,푸른마을나동,2002.0,연립다세대,26.03~28.03,신규,,,
2025,11230.0,동대문구,10500.0,답십리동,1.0,대지,530.0,15.0,2.0,20251227,월세,18.84,10000,21,현대썬앤빌 청계,,오피스텔,26.01~27.01,갱신,○,10000.0,18.0
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,373.0,3.0,11.0,20251227,월세,21.03,9000,13,현대썬앤빌601,2015.0,오피스텔,26.02~29.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,373.0,3.0,11.0,20251227,월세,21.03,9700,10,현대썬앤빌601,2015.0,오피스텔,26.02~29.02,신규,,,
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,402.0,199.0,2.0,20251227,월세,36.94,2000,60,효석빌라,1991.0,연립다세대,25.12~27.12,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,366.0,7.0,15.0,20251227,월세,57.37,5000,185,힐스테이트 장안 센트럴,2024.0,오피스텔,26.01~27.01,신규,,,
2025,11290.0,성북구,11900.0,동선동4가,1.0,대지,140.0,0.0,4.0,20251226,월세,18.81,5000,60,(140),2017.0,오피스텔,26.02~28.02,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,212.0,15.0,4.0,20251226,월세,23.68,3000,65,(212-15),2018.0,연립다세대,26.02~28.02,신규,,,
2025,11290.0,성북구,13400.0,길음동,1.0,대지,488.0,24.0,5.0,20251226,월세,18.0,50,55,(488-24),2012.0,연립다세대,25.12~27.12,신규,,,
2025,11230.0,동대문구,10700.0,청량리동,1.0,대지,53.0,15.0,3.0,20251226,월세,13.33,500,50,(53-15),2012.0,연립다세대,25.12~26.12,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,440.0,15.0,5.0,20251226,월세,28.69,22050,20,그랑시아빌,2019.0,연립다세대,,,,,
2025,11290.0,성북구,13800.0,장위동,1.0,대지,246.0,152.0,2.0,20251226,월세,29.89,22500,5,도양라비앙빌Ⅰ,2020.0,연립다세대,26.01~28.01,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,104.0,3.0,17.0,20251226,월세,23.47,1000,74,동대문 푸르지오시티,,오피스텔,26.02~28.02,갱신,○,1000.0,70.0
2025,11230.0,동대문구,10500.0,답십리동,1.0,대지,498.0,5.0,14.0,20251226,월세,20.22,8000,10,메트로팰리스,2005.0,오피스텔,26.01~28.01,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,130.0,4.0,12.0,20251226,월세,22.79,1000,76,바인르미에르,2017.0,오피스텔,26.02~27.02,갱신,○,1000.0,73.0
2025,11230.0,동대문구,10100.0,신설동,1.0,대지,72.0,8.0,12.0,20251226,월세,25.23,1000,100,스테이 하이 오피스텔,2020.0,오피스텔,26.02~27.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,373.0,1.0,11.0,20251226,월세,18.64,5000,30,양우 내안애 애플,2014.0,오피스텔,26.01~27.01,신규,,,
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,165.0,13.0,4.0,20251226,월세,21.23,3000,85,위미빌,2017.0,연립다세대,26.02~28.02,신규,,,
2025,11290.0,성북구,11700.0,동선동2가,1.0,대지,323.0,0.0,3.0,20251226,월세,67.07,500,48,진영주택,2004.0,연립다세대,26.01~28.01,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,4.0,5.0,20251226,월세,19.74,1000,90,청량리 창보 리버리치2,2021.0,오피스텔,25.12~27.12,갱신,○,1000.0,90.0
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,15.0,20.0,20251226,월세,18.43,1000,105,청량리역 우남SL타워300,2023.0,오피스텔,26.02~27.02,갱신,○,1000.0,100.0
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,15.0,12.0,20251226,월세,25.68,1500,125,청량리역 우남SL타워300,2023.0,오피스텔,26.02~27.02,갱신,,1500.0,117.0
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,372.0,8.0,9.0,20251226,월세,66.47,32000,20,청명에버아트3차,,오피스텔,26.02~28.02,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,26.0,14.0,22.0,20251226,월세,32.42,3000,160,힐스테이트 청량리 메트로블,2025.0,오피스텔,25.12~26.12,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,130.0,128.0,2.0,20251225,월세,27.49,2000,40,(130-128),2015.0,연립다세대,25.12~27.12,신규,,,
2025,11290.0,성북구,11700.0,동선동2가,1.0,대지,268.0,0.0,3.0,20251225,월세,36.39,1000,73,프린스빌라,2001.0,연립다세대,26.02~28.02,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,56.0,6.0,20251225,월세,53.66,20000,145,힐스테이트 청량리 더퍼스트,2023.0,오피스텔,25.12~27.12,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,27.0,24.0,3.0,20251224,월세,57.64,3000,120,(27-24),2001.0,연립다세대,26.01~28.01,신규,,,
2025,11290.0,성북구,11400.0,삼선동4가,1.0,대지,345.0,1.0,12.0,20251224,월세,27.6,10000,51,(345-1),2014.0,오피스텔,26.01~28.01,신규,,,
2025,11290.0,성북구,13600.0,하월곡동,1.0,대지,37.0,89.0,3.0,20251224,월세,14.56,500,50,(37-89),2013.0,연립다세대,26.01~28.01,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,130.0,4.0,8.0,20251224,월세,29.01,1000,88,바인르미에르,2017.0,오피스텔,26.02~27.02,갱신,○,1000.0,84.0
2025,11290.0,성북구,13500.0,종암동,1.0,대지,41.0,2.0,2.0,20251224,월세,20.14,100,60,부성하이빌,2005.0,연립다세대,25.12~26.09,신규,,,
2025,11230.0,동대문구,11000.0,이문동,1.0,대지,255.0,190.0,6.0,20251224,월세,17.39,1000,70,수아주캠퍼스빌,2019.0,오피스텔,26.02~27.02,신규,,,
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,1054.0,0.0,3.0,20251224,월세,19.7,5372,21,정릉하늘마루,2020.0,연립다세대,26.01~28.03,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,255.0,49.0,10.0,20251224,월세,18.35,16600,10,청계 한양아이클래스,2019.0,오피스텔,26.01~27.01,신규,,,
2025,11230.0,동대문구,10900.0,휘경동,1.0,대지,266.0,6.0,2.0,20251224,월세,14.11,13000,20,프리미어M,2019.0,연립다세대,26.02~28.02,신규,,,
2025,11230.0,동대문구,10500.0,답십리동,1.0,대지,530.0,17.0,8.0,20251224,월세,29.93,9000,70,한성아펠시티,2019.0,오피스텔,25.12~27.12,갱신,○,9000.0,65.0
2025,11290.0,성북구,11600.0,동선동1가,1.0,대지,121.0,18.0,5.0,20251224,월세,12.94,5000,45,허브하우스,2012.0,연립다세대,26.01~28.01,신규,,,
2025,11290.0,성북구,13900.0,석관동,1.0,대지,411.0,0.0,5.0,20251224,월세,26.17,3000,90,혜성스테이3차,2020.0,연립다세대,25.12~27.12,신규,,,
2025,11290.0,성북구,11400.0,삼선동4가,1.0,대지,10.0,0.0,1.0,20251223,월세,29.83,2000,88,(10),2014.0,연립다세대,26.01~28.01,갱신,,2000.0,85.0
2025,11290.0,성북구,13600.0,하월곡동,1.0,대지,15.0,9.0,1.0,20251223,월세,12.19,300,35,(15-9),2012.0,연립다세대,25.12~26.06,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,100.0,1.0,3.0,20251223,월세,14.7,10400,10,다스하우스,2018.0,오피스텔,26.02~28.02,신규,,,
2025,11230.0,동대문구,10800.0,회기동,1.0,대지,65.0,79.0,5.0,20251223,월세,108.67,500,60,대흥빌딩,2002.0,연립다세대,25.12~27.02,신규,,,
2025,11230.0,동대문구,10100.0,신설동,1.0,대지,97.0,8.0,2.0,20251223,월세,28.31,1000,78,동광동대문베르빌,2004.0,오피스텔,26.01~27.01,갱신,○,1000.0,75.0
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,130.0,4.0,11.0,20251223,월세,24.77,1000,82,바인르미에르,2017.0,오피스텔,26.02~27.02,갱신,○,1000.0,78.0
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,130.0,4.0,13.0,20251223,월세,36.41,1000,103,바인르미에르,2017.0,오피스텔,26.02~27.02,갱신,○,1000.0,98.0
2025,11230.0,동대문구,10900.0,휘경동,1.0,대지,183.0,245.0,4.0,20251223,월세,15.89,1000,60,빌리원,2014.0,오피스텔,26.02~27.02,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,740.0,10.0,3.0,20251223,월세,21.1,1000,48,삼영 오피스텔,2002.0,오피스텔,26.02~27.02,신규,,,
2025,11290.0,성북구,13800.0,장위동,1.0,대지,231.0,187.0,3.0,20251223,월세,60.42,2000,60,장원빌라,1993.0,연립다세대,26.02~28.02,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,255.0,71.0,9.0,20251223,월세,16.99,1000,78,청계 다우아트리체,2019.0,오피스텔,25.12~26.12,갱신,,1000.0,75.0
2025,11230.0,동대문구,10100.0,신설동,1.0,대지,100.0,2.0,10.0,20251223,월세,17.56,16800,4,청광플러스원 청계Ⅱ,2021.0,오피스텔,25.12~26.12,갱신,,17000.0,0.0
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,365.0,9.0,18.0,20251223,월세,14.358,1000,85,케이타워,2020.0,연립다세대,25.12~26.12,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,2.0,20251223,월세,23.8,100,48,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,2.0,20251223,월세,26.57,100,52,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,3.0,20251223,월세,26.57,100,53,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,4.0,20251223,월세,26.57,100,53,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11230.0,동대문구,10500.0,답십리동,1.0,대지,494.0,1.0,4.0,20251223,월세,19.05,1000,61,한일노벨리아,2016.0,오피스텔,25.12~27.12,갱신,,1000.0,58.0
2025,11230.0,동대문구,10800.0,회기동,1.0,대지,16.0,36.0,6.0,20251222,월세,12.16,1000,52,(16-36),2013.0,연립다세대,26.01~28.01,신규,,,
2025,11230.0,동대문구,10900.0,휘경동,1.0,대지,183.0,440.0,2.0,20251222,월세,20.44,1000,74,PRORSUM(183-440),2017.0,연립다세대,25.12~26.12,신규,,,
2025,11230.0,동대문구,10900.0,휘경동,1.0,대지,183.0,440.0,3.0,20251222,월세,20.44,500,73,PRORSUM(183-440),2017.0,연립다세대,26.02~27.02,신규,,,
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,607.0,25.0,-1.0,20251222,월세,49.59,1000,40,그린빌라(607-25),1994.0,연립다세대,25.12~27.12,신규,,,
2025,11230.0,동대문구,10100.0,신설동,1.0,대지,97.0,8.0,11.0,20251222,월세,28.31,1000,65,동광동대문베르빌,2004.0,오피스텔,26.01~27.01,신규,,,
2025,11290.0,성북구,13600.0,하월곡동,1.0,대지,90.0,279.0,8.0,20251222,월세,12.68,13300,20,동우리즈힐스,2022.0,연립다세대,26.01~28.01,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,787.0,0.0,13.0,20251222,월세,36.02,1000,60,동의보감타워,2005.0,오피스텔,25.12~27.12,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,597.0,11.0,15.0,20251222,월세,18.55,13000,20,듀오196,2015.0,연립다세대,25.12~27.12,갱신,,14000.0,0.0
2025,11290.0,성북구,13400.0,길음동,1.0,대지,488.0,22.0,5.0,20251222,월세,17.83,1000,40,뜨란채,2014.0,연립다세대,25.12~26.12,신규,,,
2025,11230.0,동대문구,10900.0,휘경동,1.0,대지,258.0,0.0,5.0,20251222,월세,29.74,4000,103,리브인,2022.0,오피스텔,26.02~27.02,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,122.0,18.0,4.0,20251222,월세,39.72,10000,92,리앤리빌,2023.0,연립다세대,26.01~28.01,신규,,,
2025,11290.0,성북구,11400.0,삼선동4가,1.0,대지,315.0,0.0,3.0,20251222,월세,14.8,1000,55,백림빌딩,2013.0,연립다세대,26.02~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,365.0,4.0,2.0,20251222,월세,37.11,1000,75,서희스타힐스,2013.0,오피스텔,26.02~27.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,417.0,5.0,7.0,20251222,월세,18.2,6000,47,포유존,2020.0,연립다세대,26.01~28.01,갱신,,6000.0,45.0
2025,11230.0,동대문구,10300.0,제기동,1.0,대지,1158.0,15.0,5.0,20251222,월세,47.54,16000,20,푸른마을,2002.0,연립다세대,26.01~28.01,신규,,,
2025,11230.0,동대문구,10500.0,답십리동,1.0,대지,530.0,17.0,9.0,20251222,월세,22.14,500,81,한성아펠시티,2019.0,오피스텔,26.01~28.01,갱신,○,500.0,77.0
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,373.0,3.0,9.0,20251222,월세,21.03,5000,40,현대썬앤빌601,2015.0,오피스텔,26.01~27.01,신규,,,
2025,11290.0,성북구,11900.0,동선동4가,1.0,대지,127.0,0.0,4.0,20251222,월세,13.0,3400,51,휴림빌딩,2012.0,연립다세대,26.02~28.02,신규,,,
2025,11230.0,동대문구,10700.0,청량리동,1.0,대지,235.0,6.0,5.0,20251222,월세,41.92,3000,175,힐스테이트 청량리역,2023.0,오피스텔,26.01~27.01,갱신,○,3000.0,167.0
2025,11230.0,동대문구,10800.0,회기동,1.0,대지,60.0,145.0,5.0,20251221,월세,24.89,1000,60,M5,1990.0,연립다세대,26.02~27.02,신규,,,
2025,11230.0,동대문구,11000.0,이문동,1.0,대지,255.0,238.0,4.0,20251221,월세,20.68,12000,2,대성빌리지,2018.0,연립다세대,26.01~28.01,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,47.0,42.0,20251221,월세,31.32,3000,140,청량리역 롯데캐슬 Sky-L65,2023.0,오피스텔,25.12~26.12,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,365.0,9.0,18.0,20251221,월세,18.198,1000,90,케이타워,2020.0,연립다세대,26.02~27.02,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,103.0,495.0,3.0,20251220,월세,36.42,500,46,(103-495),2009.0,연립다세대,26.02~27.02,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,130.0,128.0,5.0,20251220,월세,28.63,1000,40,(130-128),2015.0,연립다세대,25.12~26.12,신규,,,
2025,11230.0,동대문구,10300.0,제기동,1.0,대지,136.0,45.0,2.0,20251220,월세,26.35,500,55,(136-45),1994.0,연립다세대,25.12~27.12,신규,,,
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,227.0,187.0,1.0,20251220,월세,36.74,2000,60,(227-187),2005.0,연립다세대,26.01~28.01,신규,,,
2025,11290.0,성북구,12500.0,안암동5가,1.0,대지,149.0,2.0,2.0,20251220,월세,12.21,2000,72,그린빌,2011.0,연립다세대,26.01~27.01,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,30.0,0.0,4.0,20251220,월세,32.1,30000,14,나인하우스,2023.0,연립다세대,26.02~28.02,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,104.0,3.0,17.0,20251220,월세,23.47,1000,85,동대문 푸르지오시티,,오피스텔,26.02~28.02,신규,,,
2025,11230.0,동대문구,11000.0,이문동,1.0,대지,349.0,18.0,3.0,20251220,월세,42.33,13000,22,동화빌라9차,1993.0,연립다세대,26.02~28.02,갱신,○,13000.0,19.0
2025,11230.0,동대문구,10500.0,답십리동,1.0,대지,498.0,5.0,6.0,20251220,월세,20.22,1000,48,메트로팰리스,2005.0,오피스텔,25.12~26.12,신규,,,
2025,11230.0,동대문구,10500.0,답십리동,1.0,대지,498.0,5.0,7.0,20251220,월세,20.22,1000,48,메트로팰리스,2005.0,오피스텔,25.12~26.12,신규,,,
2025,11230.0,동대문구,10300.0,제기동,1.0,대지,182.0,1.0,4.0,20251220,월세,65.43,1000,135,벽산빌라,2003.0,연립다세대,26.01~26.12,신규,,,
2025,11290.0,성북구,13800.0,장위동,1.0,대지,8.0,2.0,5.0,20251220,월세,18.03,2000,60,석계역 한일노벨리아시티,2019.0,오피스텔,26.02~27.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,466.0,4.0,3.0,20251220,월세,38.38,20000,35,성우스타팰리스,2019.0,오피스텔,,,,,
